Method	Functional Description
getRoot	返回树的根。
writeBoolean	将 
               boolean值写入此输出流。
icSigRedTRCTag	ICC配置文件标记签名：'rTRC'。
remove	从菜单中删除指定的菜单组件。
setNamespaceContext	设置前缀和uri绑定的当前名称空间上下文。
allocateDirect	分配新的直接字节缓冲区。
tableRowsDeleted	返回此JTabbedPane的字符串表示
getDocumentURI	文档的位置或 
               null如果未定义）或 
               Document是使用 
               DOMImplementation.createDocument创建的。
setLogicalStyle	为当前插入符位置的段落设置逻辑样式
getSupportedAnnotationTypes	返回此处理器支持的注释类型的名称。
getInitialContext	创建初始上下文以开始名称解析。
plus	返回与此对象相同类型的对象，并添加一个量。
getSelectedRows	返回所有选中行的索引
getMnemonic	获取按钮的键盘助记符。
focusColor	聚焦单选按钮的颜色。
getLeftComponent	返回分隔符左侧或上方的组件
setSystemId	设置此Source的系统标识符。
getLocalName	返回当前事件的（本地）名称。
getName	返回此字体的逻辑名称
internalFrameDeactivated	内部框架取消激活时调用。
paint	呈现突出显示。
hashCode	返回此主体的哈希码。
getColumnIndex	使用 
               equals进行比较时，返回表中标识符等于 
               identifier的第一列的索引。
setActionCommand	设置用于动作事件的命令字符串
getAnchorSelectionPath	返回被标识为锚点的路径
cancelLatestCommittedText	从文本编辑组件获取最新提交的文本，并将其从组件的文本正文中删除。
subList	返回指定的 
               fromIndex （包含）和 
               toIndex （不包括）之间的此列表部分的视图。
getEchoChar	返回用于回显的字符
createTextNode	给定指定的字符串，创建一个 
               Text节点。
getSecond	获取第二分钟字段。
getArray	检索此 
               Array对象指定的SQL 
               ARRAY值的内容。
put	相对批量 
               放置方法 
               （可选操作） 。
getUicLassId	返回用于构造用于渲染此组件的L&F类名称的后缀
getName	获取键绑定集的名称。
addAttributes	创建一个与此类似的新属性集，但它包含给定的属性和值。
thenRun	返回一个新的CompletionStage，当此阶段正常完成时，执行给定的操作。
add	在菜单末尾追加一个新的菜单项，该菜单项派发指定的动作对象
resolveSibling	将给定的路径字符串转换为 
               Path并按照 
               resolveSibling方法指定的方式将其解析为此路径的 
               parent路径。
disabledTextColor	禁用文本的颜色。
getParameterMetaData	检索此 
               PreparedStatement对象参数的数量，类型和属性。
isStandalone	从xml声明中获取独立声明
lockInterruptibly	除非当前线程是 
               interrupted，否则获取锁定。
writeData	将此 
               RowSetWriter对象的行 
               RowSetWriter的更改写回到从中获取其数据的数据源。
replaceRange	将指定起始位置到终止位置的文本替换为指定的新文本
setOrientation	设置分隔符的方向
setRightComponent	设置分隔符右侧或下方的组件
writeTimestamp	将下一个属性作为java.sql.Timestamp对象写入流中。
offerFirst	在此双端队列的前面插入指定的元素，如有必要，等待指定的等待时间以使空间可用。
setMaxFieldSize	将可以为列值返回的最大字节数设置为给定的字节数。
addChangeListener	向此TabbedPane添加变更监听器
getTableHeader	返回此JTable使用的表头
take	检索并移除此双端队列表示的队列的头部（换句话说，此双端队列的第一个元素），必要时等待，直到元素可用。
removeEditor	丢弃编辑器对象并释放其用于单元格渲染的空间
icSigCharTargetTag	ICC配置文件标记签名：'targ'。
isLight	如果 
               true图标已折叠。
getPublicId	此表示法的公共标识符。
setCharacterStream	检索用于将Unicode字符流写入此 
               Clob对象所代表的 
               CLOB值的流，位于位置 
               pos 。
get	从属性集中检索具有给定属性id的属性。
getTitle	获取框架的标题
getInverted	如果滑块显示的值范围是反向的，则返回true
setExtent	设置模型的范围。
icHdrModel	ICC配置文件标题位置：设备型号。
setPressed	将按钮设置为按下或未按下。
reshape	设置此视口的边界
releaseWritableTile	放弃写入图块的权利。
getTypeName	返回描述此类型的字符串，包括有关任何类型参数的信息。
createHorizontalScrollBar	默认返回JScrollPane滚动条
borderInsets	边界插入。
until	根据指定单位计算直到另一个时间的时间量。
resolveDate	解析在解析期间将 
               ChronoField值解析为日期。
createChildren	向父节点添加所有子节点
getValueNames	返回绑定到Session中的所有应用程序层数据对象的名称数组。
copyOf	返回包含给定Collection的元素的 
               unmodifiable Set 。
value	返回属性值。
getPublicId	如果指定，则与实体关联的公共标识符，否则为 
               null 。
componentAdded	将组件添加到容器时调用。
setCharacterStream	将指定参数设置为给定的 
               Reader对象，该对象是给定的字符长度。
getGamma	返回表示色调再现曲线（TRC）的伽玛值。
await	导致当前线程等到发出信号或 
               interrupted 。
toEpochSecond	将此日期时间转换为1970-01-01T00：00：00Z纪元的秒数。
getIconWidth	返回图标的宽度。
resolveSibling	根据此路径的路径 
               parent解析给定路径。
getToolTipText	重写JComponent的getToolTipText方法，以便在渲染器设置了文本时使用渲染器的提示
setPitchBend	更改此通道上所有音符的音高偏移。
getValue	获取此属性的规范化值
controlChange	当Sequencer遇到并处理了此侦听器感兴趣的控件更改事件时调用。
removeItemListener	从模型中删除 
               ItemListener 。
password	指定创建连接时要使用的密码
getFontTableSize	返回指定标签的表格大小
setObject	使用给定的Java 
               Object设置此 
               RowSet对象命令中的指定参数。
getLineMetrics	使用指定的字符串和字体渲染上下文创建的行度量对象
toString	以英语返回字段名称。
now	从指定的时钟获得当前日期时间。
getPoint1	返回锚定第一个颜色的点p1的副本
isAccessibleChildSelected	确定是否选择了此对象的当前子项。
removeLayoutComponent	此布局管理器方法不做任何操作
serialVersionUID	设置的类指纹，用于指示与该类的先前版本的序列化兼容性。
getSelectedObjects	如果未选择任何项目，则返回所选项目或 
               null 。
getUsername	检索用于为此 
               RowSet对象创建数据库连接的用户名。
setNull	将指定参数设置为SQL 
               NULL 。
getPathIterator	返回迭代器对象，该对象沿 
               Shape边界进行迭代，并提供对 
               Shape轮廓几何体的 
               Shape平视图的访问。
of	返回包含零元素的不可修改列表。
runAfterBoth	返回一个新的CompletionStage，当此和另一个给定阶段都正常完成时，执行给定的操作。
createInputMethodJfRame	为输入法创建顶级Swing JFrame供输入法使用
readAttributes	将基本文件属性读取为批量操作。
getReturnType	返回此可执行文件的返回类型。
isArchive	返回archive属性的值。
getAccessibleValue	如果存在，获取与此对象关联的可访问值
icMediaRelativeColorimetric	ICC配置文件渲染意图：Media-RelativeColorimetric。
await	导致当前线程等待，直到发出信号或中断，或者指定的等待时间过去。
setBackground	设置此对象的背景颜色。
